External ID,No,Account#,Account ID,Account #,Date,Entity,Entity ID,Invoice #,Memo,Debit Amt,Credit Amt,
AUGCOGS-24BL111407,1137,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"Jasfer Industry Co., Limited",137,24BL111407,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",183,,
AUGCOGS-24BL111407,1137.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"Jasfer Industry Co., Limited",137,24BL111407,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,183,
AUGCOGS-SR173-5S,1138,A51001 - Freight - Out - Expense (New),981,,08-08-2025,Richwood Hospitality Co. LTD,1285,SR173-5S,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,82,,
AUGCOGS-SR173-5S,1138.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,Richwood Hospitality Co. LTD,1285,SR173-5S,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,,82,
AUGCOGS-24JSF11034,1139,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"Jasfer Industry Co., Limited",137,24JSF11034,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",52,,
AUGCOGS-24JSF11034,1139.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"Jasfer Industry Co., Limited",137,24JSF11034,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,52,
AUGCOGS-SR412,1140,A51001 - Freight - Out - Expense (New),981,,08-08-2025,Richwood Hospitality Co. LTD,1285,SR412,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,1311.78,,
AUGCOGS-SR412,1140.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,Richwood Hospitality Co. LTD,1285,SR412,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,,1311.78,
AUGCOGS-24JS112003,1141,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"Jasfer Industry Co., Limited",137,24JS112003,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",26,,
AUGCOGS-24JS112003,1141.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"Jasfer Industry Co., Limited",137,24JS112003,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,26,
AUGCOGS-24JS112607,1142,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"Jasfer Industry Co., Limited",137,24JS112607,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",163.75,,
AUGCOGS-24JS112607,1142.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"Jasfer Industry Co., Limited",137,24JS112607,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,163.75,
AUGCOGS-24BL022901,1143,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"Jasfer Industry Co., Limited",137,24BL022901,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",26,,
AUGCOGS-24BL022901,1143.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"Jasfer Industry Co., Limited",137,24BL022901,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,26,
AUGCOGS-2025-FE-0000034,1144,A51001 - Freight - Out - Expense (New),981,,08-08-2025,GIBAM SHOPS SPA,1253,2025-FE-0000034,GIBAM SHOPS SPA - Aug  material cost transferred from sps,738,,
AUGCOGS-2025-FE-0000034,1144.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,GIBAM SHOPS SPA,1253,2025-FE-0000034,GIBAM SHOPS SPA - Aug  material cost transferred from sps,,738,
AUGCOGS-SR253-3P4,1145,A51001 - Freight - Out - Expense (New),981,,08-08-2025,Richwood Hospitality Co. LTD,1285,SR253-3P4,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,81,,
AUGCOGS-SR253-3P4,1145.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,Richwood Hospitality Co. LTD,1285,SR253-3P4,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,,81,
AUGCOGS-72500046,1146,A51001 - Freight - Out - Expense (New),981,,08-08-2025,TMLeade,1957,72500046,TMLeade - Aug  material cost transferred from sps,811,,
AUGCOGS-72500046,1146.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,TMLeade,1957,72500046,TMLeade - Aug  material cost transferred from sps,,811,
AUGCOGS-2025-FE-0000032,1147,A51001 - Freight - Out - Expense (New),981,,08-08-2025,GIBAM SHOPS SPA,1253,2025-FE-0000032,GIBAM SHOPS SPA - Aug  material cost transferred from sps,738,,
AUGCOGS-2025-FE-0000032,1147.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,GIBAM SHOPS SPA,1253,2025-FE-0000032,GIBAM SHOPS SPA - Aug  material cost transferred from sps,,738,
AUGCOGS-25RT010405,1148,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"Jasfer Industry Co., Limited",137,25RT010405,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",26,,
AUGCOGS-25RT010405,1148.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"Jasfer Industry Co., Limited",137,25RT010405,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,26,
AUGCOGS-28,1149,A51001 - Freight - Out - Expense (New),981,,08-08-2025,PIERMARIA NEW FORM SRL,1281,28,PIERMARIA NEW FORM SRL - Aug  material cost transferred from sps,739,,
AUGCOGS-28,1149.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,PIERMARIA NEW FORM SRL,1281,28,PIERMARIA NEW FORM SRL - Aug  material cost transferred from sps,,739,
AUGCOGS-GTB2025000000209,1150,A51001 - Freight - Out - Expense (New),981,,08-08-2025,AGTAGAC,1958,GTB2025000000209,AGTAGAC - Aug  material cost transferred from sps,4510,,
AUGCOGS-GTB2025000000209,1150.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,AGTAGAC,1958,GTB2025000000209,AGTAGAC - Aug  material cost transferred from sps,,4510,
AUGCOGS-25JS020702,1151,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"Jasfer Industry Co., Limited",137,25JS020702,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",26,,
AUGCOGS-25JS020702,1151.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"Jasfer Industry Co., Limited",137,25JS020702,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,26,
AUGCOGS-2025-FE-0000040,1152,A51001 - Freight - Out - Expense (New),981,,08-08-2025,GIBAM SHOPS SPA,1253,2025-FE-0000040,GIBAM SHOPS SPA - Aug  material cost transferred from sps,738,,
AUGCOGS-2025-FE-0000040,1152.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,GIBAM SHOPS SPA,1253,2025-FE-0000040,GIBAM SHOPS SPA - Aug  material cost transferred from sps,,738,
AUGCOGS-41279,1153,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"WOW USA, Inc.",2367,41279,"WOW USA, Inc. - Aug  material cost transferred from sps",17667,,
AUGCOGS-41279,1153.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"WOW USA, Inc.",2367,41279,"WOW USA, Inc. - Aug  material cost transferred from sps",,17667,
AUGCOGS-2025-FE-0000041,1154,A51001 - Freight - Out - Expense (New),981,,08-08-2025,GIBAM SHOPS SPA,1253,2025-FE-0000041,GIBAM SHOPS SPA - Aug  material cost transferred from sps,738,,
AUGCOGS-2025-FE-0000041,1154.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,GIBAM SHOPS SPA,1253,2025-FE-0000041,GIBAM SHOPS SPA - Aug  material cost transferred from sps,,738,
AUGCOGS-25JS020704,1155,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"Jasfer Industry Co., Limited",137,25JS020704,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",26,,
AUGCOGS-25JS020704,1155.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"Jasfer Industry Co., Limited",137,25JS020704,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,26,
AUGCOGS-25BL021202,1156,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"Jasfer Industry Co., Limited",137,25BL021202,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",26,,
AUGCOGS-25BL021202,1156.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"Jasfer Industry Co., Limited",137,25BL021202,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,26,
AUGCOGS-24BL120403,1157,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"Jasfer Industry Co., Limited",137,24BL120403,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",26,,
AUGCOGS-24BL120403,1157.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"Jasfer Industry Co., Limited",137,24BL120403,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,26,
AUGCOGS-SR173-3P4,1158,A51001 - Freight - Out - Expense (New),981,,08-08-2025,Richwood Hospitality Co. LTD,1285,SR173-3P4,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,81,,
AUGCOGS-SR173-3P4,1158.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,Richwood Hospitality Co. LTD,1285,SR173-3P4,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,,81,
AUGCOGS-25BL021801,1159,A51001 - Freight - Out - Expense (New),981,,08-08-2025,"Jasfer Industry Co., Limited",137,25BL021801,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",26,,
AUGCOGS-25BL021801,1159.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,"Jasfer Industry Co., Limited",137,25BL021801,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,26,
AUGCOGS-GV047-1,1160,A51001 - Freight - Out - Expense (New),981,,08-08-2025,Richwood Hospitality Co. LTD,1285,GV047-1,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,81,,
AUGCOGS-GV047-1,1160.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-08-2025,Richwood Hospitality Co. LTD,1285,GV047-1,Richwood Hospitality Co. LTD - Aug  material cost transferred from sps,,81,
AUGCOGS-23JS120909,1161,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,23JS120909,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",314,,
AUGCOGS-23JS120909,1161.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,23JS120909,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,314,
AUGCOGS-24BL040204,1162,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24BL040204,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",174.44,,
AUGCOGS-24BL040204,1162.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24BL040204,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,174.44,
AUGCOGS-GV2024064,1163,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024064,"Cambodian Zulite Stone Co., Ltd. - Aug  material cost transferred from sps",204.8,,
AUGCOGS-GV2024064,1163.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024064,"Cambodian Zulite Stone Co., Ltd. - Aug  material cost transferred from sps",,204.8,
AUGCOGS-24BL051705,1164,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24BL051705,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",167,,
AUGCOGS-24BL051705,1164.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24BL051705,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,167,
AUGCOGS-24RT060101,1165,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24RT060101,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",314,,
AUGCOGS-24RT060101,1165.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24RT060101,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,314,
AUGCOGS-WHGV2409-1,1166,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,WHGV2409-1,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",172,,
AUGCOGS-WHGV2409-1,1166.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,WHGV2409-1,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,172,
AUGCOGS-24JSF09050,1167,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JSF09050,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",43,,
AUGCOGS-24JSF09050,1167.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JSF09050,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,43,
AUGCOGS-WHGV2408-1,1168,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,WHGV2408-1,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",314,,
AUGCOGS-WHGV2408-1,1168.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,WHGV2408-1,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,314,
AUGCOGS-24JSF09005,1169,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JSF09005,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",313.19,,
AUGCOGS-24JSF09005,1169.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JSF09005,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,313.19,
AUGCOGS-24JS081306,1170,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JS081306,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",314,,
AUGCOGS-24JS081306,1170.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JS081306,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,314,
AUGCOGS-24JS081305,1171,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JS081305,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",314,,
AUGCOGS-24JS081305,1171.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JS081305,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,314,
AUGCOGS-24JSF06014,1172,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JSF06014,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",313.19,,
AUGCOGS-24JSF06014,1172.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JSF06014,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,313.19,
AUGCOGS-20242912,1173,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,20242912,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",308.3,,
AUGCOGS-20242912,1173.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,20242912,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,308.3,
AUGCOGS-24RT073005,1174,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24RT073005,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",348.88,,
AUGCOGS-24RT073005,1174.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24RT073005,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,348.88,
AUGCOGS-24JS081301,1175,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JS081301,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",314,,
AUGCOGS-24JS081301,1175.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JS081301,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,314,
AUGCOGS-24RT091801,1176,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24RT091801,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",314,,
AUGCOGS-24RT091801,1176.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24RT091801,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,314,
AUGCOGS-24JS090404,1177,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JS090404,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",314,,
AUGCOGS-24JS090404,1177.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JS090404,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,314,
AUGCOGS-24JSF08007,1178,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JSF08007,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",313.19,,
AUGCOGS-24JSF08007,1178.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JSF08007,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,313.19,
AUGCOGS-24BL073001,1179,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24BL073001,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",672.88,,
AUGCOGS-24BL073001,1179.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24BL073001,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,672.88,
AUGCOGS-:24JS083101,1180,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,:24JS083101,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",319.08,,
AUGCOGS-:24JS083101,1180.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,:24JS083101,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,319.08,
AUGCOGS-24JSF05018,1181,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JSF05018,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",313.19,,
AUGCOGS-24JSF05018,1181.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JSF05018,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,313.19,
AUGCOGS-24JS090401,1182,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JS090401,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",173.44,,
AUGCOGS-24JS090401,1182.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JS090401,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,173.44,
AUGCOGS-24JSF08059,1183,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JSF08059,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",313.19,,
AUGCOGS-24JSF08059,1183.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JSF08059,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,313.19,
AUGCOGS-24BL091202,1184,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24BL091202,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",339.44,,
AUGCOGS-24BL091202,1184.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24BL091202,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,339.44,
AUGCOGS-24BL100705,1185,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24BL100705,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",371.94,,
AUGCOGS-24BL100705,1185.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24BL100705,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,371.94,
AUGCOGS-24BL092506,1186,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24BL092506,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",173.44,,
AUGCOGS-24BL092506,1186.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24BL092506,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,173.44,
AUGCOGS-24JSF10005,1187,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JSF10005,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",173,,
AUGCOGS-24JSF10005,1187.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JSF10005,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,173,
AUGCOGS-24BL092702,1188,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24BL092702,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",173.44,,
AUGCOGS-24BL092702,1188.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24BL092702,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,173.44,
AUGCOGS-24JSF10040,1189,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JSF10040,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",313.19,,
AUGCOGS-24JSF10040,1189.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JSF10040,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,313.19,
AUGCOGS-24JS101604,1190,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JS101604,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",166,,
AUGCOGS-24JS101604,1190.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JS101604,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,166,
AUGCOGS-24BL100801,1191,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24BL100801,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",339.44,,
AUGCOGS-24BL100801,1191.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24BL100801,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,339.44,
AUGCOGS-24BL102512,1192,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24BL102512,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",167.44,,
AUGCOGS-24BL102512,1192.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24BL102512,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,167.44,
AUGCOGS-24JSF08047,1193,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JSF08047,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",313.19,,
AUGCOGS-24JSF08047,1193.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JSF08047,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,313.19,
AUGCOGS-24BL100603,1194,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24BL100603,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",5090,,
AUGCOGS-24BL100603,1194.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24BL100603,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,5090,
AUGCOGS-24JSF11003,1195,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JSF11003,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",173,,
AUGCOGS-24JSF11003,1195.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JSF11003,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,173,
AUGCOGS-24JS101909,1196,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JS101909,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",314,,
AUGCOGS-24JS101909,1196.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JS101909,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,314,
AUGCOGS-24JSF09048,1197,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24JSF09048,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",173,,
AUGCOGS-24JSF09048,1197.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24JSF09048,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,173,
AUGCOGS-24BL101206,1198,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24BL101206,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",173.44,,
AUGCOGS-24BL101206,1198.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24BL101206,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,173.44,
AUGCOGS-24BL101201,1199,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24BL101201,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",173.44,,
AUGCOGS-24BL101201,1199.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24BL101201,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,173.44,
AUGCOGS-24BL101506,1200,A51001 - Freight - Out - Expense (New),981,,08-11-2025,"Jasfer Industry Co., Limited",137,24BL101506,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",173.44,,
AUGCOGS-24BL101506,1200.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08-11-2025,"Jasfer Industry Co., Limited",137,24BL101506,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,173.44,
